pitcher,pitch_type,release_speed,pfx_z,pfx_x,release_spin_rate,spin_axis,release_pos_x,release_pos_z,release_extension,plate_z,plate_x,stand
660271,FC,84.9,0.43,-0.12,2160,148,-2.04,5.79,6.7,0.32,1.51,R
660271,FF,92.6,1.13,-0.46,2027,215,-1.87,5.87,6.8,1.86,0.94,R
660271,ST,79.1,0.62,1.3,2250,84,-2.08,5.72,6.7,1.5,0.76,L
660271,ST,80.6,0.4,1.5,2292,79,-2.17,5.64,6.7,3.4,-0.47,L
660271,FF,94.1,1.29,-0.64,2094,222,-1.84,5.82,7,1.6,-0.19,L
660271,FF,90.9,1.4,-0.58,1947,210,-1.73,6.06,6.9,1.98,-1.1,L
660271,FS,89.3,1.06,-0.64,2024,220,-1.98,6,6.9,2.04,-0.1,R
660271,ST,80,0.82,0.69,2293,73,-2.39,5.54,7,2.3,1.41,R
660271,FF,94.2,1.18,-0.66,2171,211,-1.84,5.83,7.1,1.43,2.26,R
660271,FS,84,-0.24,-0.2,1203,282,-1.93,5.73,7.1,2.97,0.22,L
660271,CU,81.4,-0.92,0.58,2524,46,-2.02,5.94,7.1,1.54,-0.86,L
660271,ST,81,0.63,0.89,2377,87,-2.37,5.42,6.9,1.8,-0.62,L
660271,FS,84.2,0.33,-0.51,1300,245,-2.22,5.53,7,2.98,-1.2,L
660271,ST,82.1,0.74,0.64,2339,93,-2.25,5.46,6.9,2.46,-0.1,L
660271,CU,72.6,-1.17,0.91,2222,42,-1.81,6.07,6.9,2.24,1.19,L
660271,FF,96.4,1.12,-0.19,2243,214,-2.24,5.68,6.9,5,-1.62,R
660271,ST,86.1,0.91,0.66,2452,82,-2.36,5.55,6.8,3.07,-0.45,R
660271,FF,96.6,1.16,-0.51,2371,217,-1.97,5.72,7,2.19,1.33,R
660271,FF,96.3,1.18,-0.65,2309,220,-1.98,5.78,7,1.72,1.6,R
660271,ST,81.5,0.49,1.1,2428,73,-2.19,5.65,6.8,2.54,1.01,R
660271,CU,76.5,-0.97,0.44,2339,37,-1.62,6.41,6.8,2.66,-1.03,R
660271,ST,80.8,1.09,0.56,2328,79,-2.32,5.6,7,1.71,-0.17,R
660271,ST,84.4,0.46,0.81,2319,72,-2.38,5.46,6.8,2.47,0.36,R
660271,FF,95.4,0.95,-0.45,2197,221,-2.02,5.81,7,1.9,0.6,R
660271,FF,95.8,1.3,-0.42,2336,215,-1.91,5.82,6.9,2.72,1.69,R
660271,FC,81.8,-0.18,0.37,2379,61,-1.85,6.33,6.9,1.38,-0.12,R
660271,ST,80.7,0.46,1.2,2378,66,-2.38,5.56,6.8,1.15,1.51,R
660271,CU,75.4,-1.18,0.62,2377,39,-1.69,6.36,6.9,0.97,0.29,R
660271,FF,95.2,1.37,-0.67,2304,222,-2.21,5.68,7,2.49,-0.54,L
660271,FS,87,-0.01,-1.44,1407,237,-2.08,5.84,7.1,-0.24,0.59,L
660271,CU,77.7,-0.97,0.78,2426,51,-1.88,6.25,6.9,2.26,-0.05,L
660271,ST,86.9,0.54,0.9,2495,85,-2.31,5.42,6.8,3.08,1.27,R
660271,ST,83.7,0.24,0.65,2341,64,-2.38,5.54,6.9,1.85,0.17,R
660271,FF,92.8,1.27,-0.44,2130,224,-2.1,5.71,7,3.34,0.18,R
660271,ST,80.2,0.61,0.81,2187,66,-2.1,5.75,7,1.01,0.27,R
660271,FF,92.7,1.4,-0.64,2103,215,-1.81,5.88,7,1.85,1.91,R
660271,FF,94.2,1.33,-0.57,2221,214,-1.98,5.87,7,2.78,0.48,L
660271,FF,95.3,1.39,-0.54,2192,216,-2.06,5.77,7,2.47,0.7,L
660271,FF,94.9,1.38,-0.74,2173,223,-2.09,5.73,6.9,1.86,-0.07,L
660271,FF,95.9,1.46,-0.55,2193,216,-1.89,5.86,6.9,1.13,1,L
660271,FF,93.5,1.28,-0.54,2035,217,-1.92,5.9,7,1.92,0.39,L
660271,CU,71.7,-1.09,0.9,2264,40,-1.53,6.5,6.5,4.77,-0.67,L
660271,ST,84.3,0.65,1.24,2468,76,-2.3,5.39,7.1,1.44,1.71,R
660271,ST,85.5,0.57,1.13,2518,66,-2.12,5.56,7,2.11,1.93,R
660271,FF,97.9,1.23,-0.52,2330,207,-1.77,5.85,7,2.66,0.68,R
660271,FF,96.4,1.38,-0.47,2169,219,-1.96,5.72,7,3.61,-0.71,R
660271,FS,88.8,0.65,-1.07,1140,240,-1.97,5.78,7,1.36,-0.1,L
660271,FS,88.7,-0.01,-1.11,1460,234,-2.01,5.72,7.1,1.33,-0.01,L
660271,FF,96.9,1.07,-0.5,2266,211,-2.1,5.77,7,2.83,-0.44,L
660271,ST,83.1,0.41,0.85,2448,69,-2.09,5.71,6.9,3.01,-0.3,R
660271,FF,95.2,1.07,-0.41,2248,208,-1.75,5.86,7.1,3.1,-0.19,R
660271,FF,96.2,1.3,-0.39,2287,219,-1.91,5.72,7.1,2.25,0.94,R
660271,ST,82.2,0.38,1.07,2412,74,-2.11,5.62,7,2.96,0.38,R
660271,FF,93.6,1.27,-0.54,2175,205,-1.81,5.86,7.1,3.23,0.2,R
660271,FC,82.2,0.76,0.36,2228,99,-2.17,5.67,6.9,2.22,-0.11,L
660271,FC,82.7,0.48,0.36,2195,78,-2.1,5.78,7.1,-0.41,0.34,L
660271,ST,85.4,0.97,0.77,2416,81,-2.34,5.56,7,1.95,0,R
660271,ST,77.8,0.15,1.83,2353,63,-2.45,5.48,6.6,3.31,-0.86,R
660271,FF,96.6,1.33,-0.86,2318,220,-1.97,5.78,7.1,1.53,0.65,R
660271,ST,85.1,0.64,0.77,2436,65,-2.23,5.56,7.1,1.82,0.87,R
660271,ST,82.9,0.63,0.97,2366,82,-2.14,5.56,6.9,2.83,0.42,R
660271,ST,82.3,0.71,0.78,2308,81,-2.17,5.53,6.8,1.81,0.23,R
660271,FF,95.3,1.26,-0.51,2243,210,-1.9,5.9,6.9,4.01,-1.13,R
660271,FF,97.2,1.33,-0.32,2273,215,-2.14,5.57,7,2.14,0.13,L
660271,FF,97.2,1.43,-0.35,2494,218,-2.01,5.7,7.1,1.75,0.51,L
660271,FF,93.4,1.13,-0.37,2148,211,-1.9,5.74,7.1,2.52,0.88,L
660271,ST,81.4,0.65,0.99,2319,77,-2.2,5.63,6.9,3.01,-1.07,L
660271,FF,95,1.34,-0.22,2303,207,-2.21,5.71,6.9,3.99,-1.16,L
660271,ST,82.3,0.63,1.12,2351,80,-2.24,5.63,6.5,4.33,-1.45,L
660271,ST,84.4,0.57,0.88,2338,72,-2.26,5.68,6.8,4.28,-1.02,L
660271,FF,96.5,1.38,-0.62,2172,210,-1.94,5.82,6.9,3.49,-0.74,L
660271,FF,96,1.35,-0.7,2204,207,-1.91,5.8,7,2.7,-0.65,L
660271,FF,96.7,1.18,-0.73,2188,210,-2.14,5.68,7,4.28,-0.84,L
660271,ST,83.9,0.47,1,2472,64,-2.26,5.7,7,2.06,0.03,L
660271,FF,96.6,1.18,-0.39,2265,215,-2.16,5.77,6.8,3.99,-0.89,L
660271,FF,95.4,1.26,-0.52,2268,217,-2.11,5.73,6.9,2.33,-0.34,L
660271,ST,84.3,0.41,0.94,2492,66,-2.27,5.61,7.1,1.18,0.52,L
660271,FF,94.8,1.3,-0.37,2207,214,-2.02,5.81,7,3.08,-0.58,L
660271,FC,84.1,0.03,0.39,2326,70,-1.95,6.16,6.9,2.01,0.74,L
660271,ST,81.6,0.48,0.71,2150,90,-2.3,5.74,6.7,2.52,-0.76,L
660271,FF,96.1,1.25,-0.47,2339,213,-2.11,5.79,7,2.07,-0.15,R
660271,ST,85.3,0.41,1.14,2525,84,-2.27,5.7,6.8,3.1,-0.27,R
660271,FC,86.8,-0.01,0.19,2545,96,-1.86,6.07,7.2,-0.02,1.26,R
660271,ST,83.4,0.54,1.47,2453,57,-2.35,5.61,6.9,2.34,1.45,R
660271,FF,95.7,1.17,-0.38,2257,207,-1.97,5.96,7.1,2.72,0.23,R
660271,FC,84.8,-0.14,0.34,2348,82,-1.52,6.31,6.9,0.7,1.39,R
660271,FC,84,-0.12,0.47,2219,95,-1.61,6.29,7.1,1.82,0.89,R
660271,ST,81.6,0.38,1.26,2222,72,-2.09,5.8,6.9,2.28,-0.13,R
660271,FF,96.8,1.23,-0.71,2306,213,-2,5.77,7,3.22,-0.17,L
660271,FC,83.8,-0.25,0.18,2329,73,-1.79,6.09,7.1,1.16,-0.06,L
660271,ST,81.7,0.69,0.99,2340,72,-2.24,5.61,6.8,2.44,0.73,R
660271,FC,82.7,0.21,0.31,2244,93,-1.8,6.08,6.9,2.39,-0.05,R
660271,FF,94.3,1.42,-0.28,2348,204,-2.08,5.77,7.1,1.49,1.65,R
660271,ST,80.3,0.54,1.16,2498,69,-2.22,5.61,6.8,1.23,2.11,R
660271,ST,83.9,0.49,0.73,2379,77,-2.37,5.52,6.9,1.91,1.02,R
660271,FC,83.5,0.04,0.24,2324,70,-1.77,6.23,6.8,0.99,0.78,R
660271,ST,82.8,0.67,0.95,2227,73,-2.2,5.72,6.8,1.49,0.67,R
660271,FC,84.1,0.45,0.51,2316,89,-2.27,5.59,6.8,1.01,1.26,L
660271,FC,83.8,-0.39,0.18,2291,59,-1.81,6.12,7.1,0.28,1.08,L
660271,ST,81.1,0.49,0.96,2294,72,-2.07,5.65,7,1.71,0.73,L
660271,ST,82.3,0.73,0.6,2270,85,-2.13,5.58,7.1,0.44,1.09,L
660271,ST,82.5,0.57,0.61,2118,77,-2.12,5.64,6.9,0.6,1.13,L
660271,FF,93.6,1.45,-0.63,2296,210,-1.85,5.87,7.1,1.7,0.74,L
660271,ST,77.7,0.25,1.21,2065,76,-2.24,5.61,6.7,1.26,0.17,L
660271,CU,70.3,-0.95,1.11,2228,42,-1.95,6.25,6.5,3.38,-1.46,L
660271,FS,90.1,1.34,-0.54,1943,219,-2.16,5.94,6.7,3.23,-0.61,L
660271,ST,80,0.6,1.1,2229,90,-2.08,5.66,6.7,1.98,0.23,R
660271,ST,80.5,0.53,0.92,2144,75,-2.41,5.62,6.8,2,-0.53,L
660271,ST,86.7,0.29,1.66,2651,56,-2.47,5.35,6.9,1.16,2.07,R
660271,FF,98.3,1.16,-0.36,2193,210,-2.06,5.55,7,3.43,0.04,R
660271,ST,82,0.22,1.43,2569,73,-2.28,5.44,6.9,2.17,-0.04,R
660271,SI,94.2,0.29,-1.21,2208,212,-2.18,5.45,7,1.42,0.35,R
660271,ST,84.2,0.37,1.32,2440,68,-2.39,5.34,6.7,3.59,-0.06,R
660271,ST,84.7,0.09,1.18,2442,79,-2.36,5.43,6.9,2.15,-0.22,R
660271,FF,98.7,1.11,-0.44,2288,207,-2.51,5.39,6.9,3.32,-1.71,L
660271,FF,98.8,1.06,-0.16,2261,205,-2.36,5.44,6.9,2.07,0.77,L
660271,FF,96.9,0.81,-0.39,2250,209,-2.33,5.47,6.9,2.95,-0.16,L
660271,FF,98.5,0.92,-0.55,2221,213,-2.2,5.52,6.9,2.74,-1.22,L
660271,FC,91.8,0.32,0.32,2453,108,-2.43,5.51,6.9,2.25,-0.78,L
660271,CU,77,-1.05,1.1,2492,44,-1.84,6.18,6.7,4.9,-0.01,L
660271,FF,97.8,1.18,-0.63,2216,208,-2.19,5.69,6.9,3.1,-0.41,L
660271,FF,97.4,1.39,-0.47,2248,213,-2.14,5.72,6.9,2.79,-0.35,L
660271,FF,98.3,0.98,0.11,2246,202,-2.33,5.55,6.9,2.26,1.37,L
660271,CU,82.4,-1.29,0.89,2676,42,-1.88,6.09,6.8,0.99,0.26,L
660271,SL,85.2,-0.67,0.56,2499,51,-1.9,5.97,6.9,0.41,0.73,L
660271,FF,100.2,1.12,-0.84,2351,222,-2.25,5.57,6.9,2.31,-0.54,L
660271,FF,98.1,1.26,-0.41,2161,222,-2.05,5.59,7,2.49,0.45,L
660271,FF,100,1.19,0.01,2405,208,-2.2,5.66,7,2.73,0.59,L
660271,ST,88.2,0.78,0.75,2452,89,-2.47,5.47,7,2.23,0.11,L
660271,ST,88.7,0.65,1.14,2597,70,-2.47,5.39,6.9,2.99,0.7,R
660271,SL,85.4,-0.89,0.57,2738,46,-1.93,6.02,6.8,0.74,0.42,R
660271,ST,86.4,0.62,1.17,2466,76,-2.38,5.49,6.8,3.08,0.18,R
660271,ST,87.8,0.4,1.12,2498,72,-2.34,5.51,6.8,1.81,0.45,R
660271,ST,86.2,0.38,1.43,2538,86,-2.44,5.46,7,1.12,1.98,R
660271,SL,86.4,-0.59,0.58,2476,58,-2.07,6.06,6.9,0.95,-0.11,L
660271,ST,87.8,0.41,0.96,2557,69,-2.44,5.59,6.9,1.97,0.12,L
660271,FS,89.9,0.55,-0.99,945,236,-1.89,6.26,6.9,2.71,-1.46,L
660271,FF,99.2,0.92,-0.63,2099,209,-2.48,5.56,6.7,2.94,-1.2,L
660271,ST,88.2,0.66,0.9,2488,79,-2.44,5.47,7,2.17,0.33,L
660271,ST,85.6,0.16,1.21,2449,67,-2.39,5.53,7,1.71,0.63,L
660271,ST,83.8,0.47,1.02,2352,79,-2.37,5.61,6.9,2.16,0.22,L
660271,ST,87.5,0.63,1.2,2441,74,-2.3,5.44,6.9,2.82,0.68,R
660271,FF,99.9,1.25,-0.4,2345,196,-2.21,5.62,7,2.35,0.08,R
660271,SL,86.6,-0.73,0.77,2672,48,-1.91,6.05,6.8,0.99,-0.34,L
660271,FF,99.9,1.28,-0.58,2275,223,-2.21,5.53,6.9,3.34,-0.11,L
660271,FF,99.4,1.36,-0.56,2246,221,-2.36,5.54,6.8,3.09,-1.18,L
660271,FS,90.4,0.39,-0.61,1061,237,-1.85,6.1,6.9,1.62,-0.6,L
660271,FF,99.3,0.95,-0.31,2329,220,-2.23,5.58,6.9,2.1,0.19,L
660271,FF,99.6,0.99,-0.52,2354,216,-2.21,5.48,7,1.94,-0.16,L
660271,ST,85.3,0.65,1.26,2559,63,-2.27,5.43,6.8,2.38,1.09,R
660271,ST,86.3,0.59,1.19,2504,70,-2.32,5.49,6.8,2.32,1.39,R
660271,ST,84.1,0.36,1.45,2487,72,-2.25,5.58,6.8,2.15,0.62,R
660271,FF,99.4,0.99,-0.44,2398,224,-2.07,5.59,7.1,2.19,0.89,R
660271,ST,85.8,0.34,1.59,2525,64,-2.3,5.38,6.9,2.2,1.32,R
660271,FF,98.3,1.19,-0.46,2233,213,-2.02,5.63,7,3.15,-1.2,R
660271,ST,87.1,0.38,0.99,2561,65,-2.3,5.43,6.9,2.38,1.99,R
660271,FF,98.6,1.25,-0.11,2298,204,-1.98,5.6,7,1.98,1.81,R
660271,FF,98.1,1.41,-0.18,2303,209,-2.13,5.68,6.9,2.86,-0.03,R
660271,ST,85.1,0.23,1.07,2461,72,-2.33,5.57,6.9,1.57,0.29,R
660271,FC,93.4,0.75,0.19,2452,183,-2.33,5.5,6.8,2.77,-0.11,L
660271,FC,94.1,0.75,-0.01,2368,193,-2.48,5.46,7,1.07,1.89,L
660271,FF,96.1,1.22,-0.61,2279,221,-2.13,5.65,7,1.57,0.48,L
660271,FF,97.5,1,-0.09,2187,200,-2.37,5.41,6.7,2.93,-0.49,L
660271,ST,81.4,0.32,1.13,2300,67,-2.59,5.24,6.4,2.15,-1.18,L
660271,FF,96.9,0.69,-0.04,2272,207,-2.41,5.29,6.6,2.84,-1.31,L
660271,FF,96,0.59,-0.09,2195,218,-2.54,5.3,6.8,1.85,-0.68,L
660271,FF,96.5,0.78,-0.15,2213,204,-2.21,5.48,6.6,4.28,-0.99,L
660271,FF,96.3,0.77,-0.02,2129,202,-2.38,5.34,6.6,2.04,-0.13,L
660271,ST,85.8,0.07,0.98,2473,68,-2.65,5.17,6.6,2.13,-1.81,L
660271,FF,97.1,0.58,-0.12,2281,209,-2.47,5.25,6.7,4.1,0.76,L
660271,CU,82,-0.82,0.88,2538,49,-1.82,6.02,6.4,4.19,-1.89,L
660271,FS,89.4,1.3,0.46,1173,219,-1.89,5.84,6.7,2.19,0.22,L
660271,FF,98.3,1,-0.14,2287,205,-2.03,5.56,6.7,1.53,0.61,L
660271,FF,97.9,1.08,-0.32,2301,212,-2.19,5.5,6.7,2.71,-0.84,L
660271,FF,96.8,0.93,-0.39,2182,211,-2.09,5.53,6.7,3.02,-0.9,R
660271,FF,96.9,1.07,-0.51,2115,216,-2.2,5.48,6.8,2.54,-0.39,R
660271,ST,83.9,0.34,1.48,2560,63,-2.31,5.27,6.6,2.04,-0.19,R
660271,FF,98.9,0.89,-0.18,2310,203,-2.25,5.23,6.9,2.69,0.52,L
660271,FF,98.6,1.11,-0.61,2228,220,-2.23,5.39,6.7,2.42,-0.57,L
660271,FF,96.9,0.96,-0.3,2271,213,-2.23,5.42,6.7,3.02,-0.35,L
660271,ST,85.1,0.56,1.31,2399,59,-2.48,5.25,6.6,2,-1.29,L
660271,ST,85.1,0.13,0.88,2542,72,-2.53,5.19,6.6,0.69,-0.33,L
660271,FF,96.9,0.95,0.01,2241,215,-2.34,5.26,6.9,2.32,0.44,L
660271,FF,97.9,0.77,-0.32,2074,219,-2.33,5.37,6.9,1.2,-0.71,L
660271,ST,85.2,0.6,1.41,2541,64,-2.42,5.2,6.7,2.04,0.98,R
660271,ST,84.7,0.63,1.39,2445,73,-2.42,5.2,6.6,3.26,-0.88,R
660271,SI,93.8,0.38,-1.26,1989,216,-2.17,5.3,6.7,3.26,-1.17,R
660271,FF,97.4,0.8,-0.07,2343,211,-2.2,5.33,6.9,0.97,0.98,R
660271,FF,97.8,0.91,0.12,2329,208,-2.19,5.34,6.8,2.23,1.55,R
660271,FF,96.7,1.02,-0.43,2095,211,-2.16,5.52,6.8,1.77,0.54,R
660271,FF,96.3,1.09,-0.47,2106,209,-2.06,5.54,6.9,1.46,0.15,R
660271,ST,82.8,0.4,1.12,2430,75,-2.33,5.33,6.6,2.2,0.75,R
660271,ST,82,0.55,1.08,2408,65,-2.41,5.43,6.6,1.3,0.65,R
660271,CU,81.5,-0.87,0.78,2645,48,-1.9,5.93,6.6,1.23,-0.35,L
660271,ST,85.7,0.53,1.08,2447,71,-2.43,5.3,6.7,2.34,-0.4,L
660271,FF,98.4,0.98,-0.18,2241,214,-2.21,5.42,6.8,1.98,0.01,L
660271,FF,93.9,1.38,-0.47,2190,211,-2.01,5.63,6.7,0.96,1.21,R
660271,FF,97.1,1.04,-0.22,2185,216,-2.29,5.33,6.8,0.9,-0.37,R
660271,ST,85.8,0.65,1.04,2434,68,-2.35,5.35,6.9,2.3,1.39,R
660271,ST,86.1,0.58,1.02,2405,62,-2.39,5.29,6.8,1.47,0.63,R
660271,FF,98.2,0.87,-0.16,2074,213,-2.3,5.53,6.8,2.86,0.11,L
660271,FF,99.5,1.12,-0.39,2352,217,-2.17,5.37,6.9,1.82,0.5,L
660271,FS,88.7,1.37,-0.05,1187,233,-2.08,5.71,6.9,2.23,0.56,L
660271,FF,96.7,1.13,-0.33,2238,211,-2.14,5.46,6.7,2.41,-0.03,L
660271,FF,96.9,1.07,-0.51,2163,216,-2.2,5.47,6.7,3.11,-1.07,L
660271,FF,97.7,1.21,-0.41,2272,220,-2.16,5.57,6.7,3.47,-0.15,L
660271,ST,83,0.45,1.14,2363,70,-2.28,5.49,6.5,3.22,-0.22,L
660271,FC,83.1,0.16,0.53,2358,71,-2.4,5.24,6.7,2.79,-0.57,R
660271,FF,95.8,1.15,-0.4,2226,210,-2.15,5.38,7.1,1.91,0.81,R
660271,FC,83.7,0.06,0.76,2472,59,-2.61,5.26,6.6,2.47,-1.21,R
660271,FC,85.6,-0.04,0.89,2596,64,-2.48,5.2,6.7,1.08,1.29,R
660271,FF,95.7,1.12,-0.18,2269,212,-2.22,5.35,6.7,2.54,-0.09,R
660271,FC,83.3,0,0.78,2530,63,-2.39,5.27,6.7,1.56,0.69,R
660271,FC,84.3,0.33,0.58,2455,68,-2.46,5.34,6.7,2.33,0.63,R
660271,SI,94.4,0.43,-1.19,1981,225,-2.26,5.31,6.9,1.13,0.75,R
660271,FF,97.2,1.04,-0.29,2117,217,-2.3,5.45,6.7,2.05,0.48,L
660271,ST,82.3,0.93,0.8,2249,60,-2.35,5.44,6.7,1.68,-0.07,L
660271,ST,86.7,0.4,1.58,2508,67,-2.66,5.26,6.6,2.14,0.93,R
660271,ST,85,0.25,0.99,2520,69,-2.51,5.31,6.6,3.03,-0.14,R
660271,FF,97.6,1.09,0.05,2336,205,-2.03,5.59,6.7,3.32,0.92,R
660271,ST,84.7,0.3,1.51,2509,59,-2.49,5.4,6.6,2.58,1.29,R
660271,CU,75.3,-1.09,0.9,2428,37,-1.82,6.06,6.5,3.07,-0.12,R
660271,FC,85.8,0.19,0.72,2432,73,-2.43,5.29,6.6,1.78,0.48,R
660271,FF,96.5,0.97,-0.4,2190,213,-1.99,5.56,6.9,1.86,0.83,R
660271,FF,97.9,0.58,-0.41,2326,207,-2.51,5.37,6.6,1.94,0.37,L
660271,FS,86.2,1.61,-0.42,1098,232,-2.03,5.88,6.7,3.32,-0.2,L
660271,FC,82.7,0.53,0.55,2195,80,-2.32,5.54,6.7,2.51,0.03,L
660271,ST,84.7,0.4,1.43,2564,74,-2.49,5.28,6.5,2.56,0.57,R
660271,ST,84.7,0.43,1.6,2551,65,-2.4,5.35,6.6,2.04,1.22,R
660271,FF,95.8,1.29,-0.24,2177,218,-2.21,5.47,6.9,1.67,0.56,R
660271,SI,94.5,0.7,-1.15,2002,219,-1.93,5.52,6.8,1.13,1.51,R
660271,FS,87.4,0.16,-0.5,1071,231,-1.83,5.99,6.7,1.03,-0.32,L
660271,FF,96.6,0.92,-0.2,2075,213,-2.3,5.43,6.7,2.78,-0.64,L
660271,FF,96.1,1.02,-0.25,2142,203,-2.44,5.52,6.7,3.47,-0.15,L
660271,CU,72.7,-0.99,1.03,2302,54,-1.93,6.13,6.4,3.95,-0.88,L
660271,FC,84.4,0.66,0.45,2415,73,-2.56,5.32,6.6,1.77,-0.46,L
660271,FF,96.4,1,-0.42,2171,217,-2.33,5.39,6.8,2.49,-0.31,L
660271,SI,93.5,0.76,-1.15,1857,218,-2.19,5.44,6.9,0.08,1.51,L
660271,FF,98.5,1.13,-0.28,2281,218,-2.03,5.59,6.7,1.95,0.73,R
660271,FF,96.3,1.09,-0.33,2315,209,-2.41,5.3,6.9,3.07,0.54,R
660271,FF,95.9,1.1,-0.62,2068,217,-2.11,5.54,6.8,3.2,-0.86,R
660271,FF,96.4,0.97,-0.27,2026,211,-2.19,5.57,6.8,2.31,-0.92,R
660271,ST,84.8,-0.15,1.09,2491,70,-2.34,5.36,6.6,2.1,-0.62,R
660271,FF,98.5,1,-0.1,2158,216,-2.07,5.49,6.8,1.07,1.6,R
660271,FF,96.8,1.08,0.03,2266,213,-2.33,5.42,6.8,2.55,-0.35,R
660271,FF,99,1.03,-0.42,2483,208,-2.56,5.1,6.7,3.87,-0.27,L
660271,ST,87,0.44,1.39,2373,80,-2.41,5.37,6.7,1.86,1.35,L
660271,FF,98.7,1.08,-0.1,2443,216,-2.42,5.36,6.7,1.93,0.39,L
660271,CU,79,-0.97,1.04,2531,41,-1.93,5.99,6.4,3.54,-1.45,L
660271,FF,97.7,0.92,-0.56,2213,207,-2.27,5.43,6.6,2.91,-0.22,L
660271,FC,83.1,0.7,0.38,2261,98,-2.33,5.51,6.6,2.32,-0.68,L
660271,ST,87.3,0.46,1.33,2534,71,-2.39,5.4,6.7,2.06,1.14,R
660271,ST,83.5,0.35,1.37,2675,72,-2.55,5.3,6.6,3,-0.54,R
660271,ST,84.6,0.51,1.24,2574,74,-2.5,5.38,6.5,2.58,0.24,R
660271,FF,97.6,1.05,-0.32,2299,211,-2.24,5.57,6.7,1.85,1.14,R
660271,ST,83.2,0.53,1.16,2404,91,-2.48,5.36,6.5,2.61,-0.87,R
660271,FF,97.5,1.08,-0.44,2399,217,-2.06,5.57,6.7,1.33,0.65,R
660271,FF,95.8,1.2,-0.29,2311,212,-2.19,5.52,6.8,2.29,0.85,R
660271,FF,95.8,1.24,-0.14,2420,212,-2.22,5.52,6.8,1.65,1.56,R
660271,FF,97.9,1.25,-0.26,2466,214,-2.35,5.33,6.7,2.12,0.97,L
660271,FF,96.3,1.3,-0.82,2341,221,-2.09,5.55,6.7,2.67,-0.51,L
660271,FF,96.8,1.37,-0.44,2362,207,-2.2,5.45,6.7,2.2,1.21,L
660271,FF,95.9,1.27,-0.36,2289,218,-2.3,5.44,7,1.88,0.73,L
660271,FF,95.2,1.18,-0.58,2242,221,-2.1,5.56,6.8,1.49,-0.37,L
660271,ST,82.3,0.34,1.02,2512,65,-2.32,5.38,6.6,2.14,-0.09,R
660271,FF,96.7,1.41,-0.48,2335,217,-2.11,5.6,6.7,4.01,-0.78,R
660271,FF,95.5,1.39,-0.42,2316,212,-2.06,5.57,6.7,2.78,-0.58,R
660271,FF,96.8,0.98,-0.24,2285,211,-2.36,5.46,6.6,3.39,0.51,L
660271,FF,97.3,1.26,-0.39,2277,217,-2.2,5.48,6.8,2.54,0.72,L
660271,FS,86.3,0.58,-0.51,1470,235,-2.08,5.68,6.7,2.01,1.3,L
660271,FF,96.3,1.35,-0.48,2203,220,-2.1,5.52,6.7,3.65,0.02,L
660271,FF,96.7,1.13,-0.25,2351,219,-2.17,5.53,6.7,2.21,0.91,L
660271,FF,94.6,1.16,-0.56,2211,218,-2.23,5.57,6.8,1.74,0.37,L
660271,ST,84.1,0.32,1.37,2537,63,-2.19,5.54,6.8,2.5,0.42,R
660271,FF,97.1,0.96,-0.16,2139,207,-1.94,5.63,7,1.8,1.73,R
660271,ST,83.3,0.4,1.16,2458,60,-2.3,5.57,6.9,2.8,0.27,R
660271,ST,86.3,0.19,1.42,2487,69,-2.58,5.46,6.8,1.59,0.07,L
