pitcher,pitch_type,release_speed,pfx_z,pfx_x,release_spin_rate,spin_axis,release_pos_x,release_pos_z,release_extension,plate_z,plate_x,stand
660271,FF,96.2,0.82,-0.27,2328,218,-2.34,5.42,7.2,2.02,-0.24,L
660271,FS,87.3,0.51,-0.87,1188,310,-2.34,5.5,6.9,2.32,-1.61,L
660271,ST,83.9,0.24,1.34,2320,66,-2.46,5.41,7,1.77,0.7,L
660271,FC,90.9,0.37,0.41,2545,108,-2.53,5.41,6.7,1.64,0.2,L
660271,FF,97.7,1.26,-0.24,2251,213,-2.13,5.56,7,1.22,0.7,L
660271,FC,87.7,0.5,0.69,2401,78,-2.55,5.38,6.9,2.37,1.5,R
660271,ST,84.7,0.1,0.99,2454,51,-2.47,5.53,6.9,2.36,0.21,R
660271,ST,84.7,0.47,0.94,2401,73,-2.26,5.54,6.9,2.89,0.45,R
660271,FF,96.7,1.17,-0.12,2233,207,-2.06,5.65,7,2.91,0.65,R
660271,FS,90,0.88,-1.14,1201,240,-2.27,5.51,7,2.17,-1.13,L
660271,ST,85,0.1,1.79,2568,60,-2.31,5.5,6.9,2.24,0.55,L
660271,ST,84.4,0.24,1.51,2420,75,-2.49,5.48,6.9,1.6,0.3,L
660271,FF,97.9,0.79,-0.08,2395,200,-2.49,5.32,6.8,3.55,-0.1,L
660271,ST,85.6,0.25,1.43,2635,66,-2.43,5.36,6.9,2.21,0.5,L
660271,ST,84.4,0.29,1.29,2464,67,-2.46,5.48,6.8,2.82,0.29,L
660271,ST,85.6,0.33,1.1,2509,71,-2.57,5.38,6.7,2.7,-0.96,L
660271,ST,86,0.12,1.17,2421,63,-2.42,5.51,7,1.55,0,L
660271,FF,99.4,1.03,-0.07,2417,207,-2.26,5.48,7,2.88,-0.12,L
660271,CU,79.4,-1.17,1.09,2590,38,-1.81,6.09,6.9,2.95,-0.24,L
660271,FS,92,0.3,-1.13,2167,215,-2.31,5.47,7.1,-0.35,0.9,L
660271,ST,85.5,0.34,1.35,2570,67,-2.54,5.4,7.1,1.67,-0.12,L
660271,FF,100,0.9,-0.43,2300,224,-2.29,5.48,7.1,1.1,1.1,L
660271,FF,99,0.89,-0.35,2296,223,-2.4,5.54,6.9,2.19,-0.43,L
660271,FC,91.7,0.29,0.49,2595,140,-2.32,5.41,7,2.44,0.45,L
660271,FF,98.9,1.21,-0.33,2394,219,-2.09,5.66,7,1.54,0.89,L
660271,ST,85.3,0.52,1.35,2553,73,-2.43,5.47,6.8,2.94,-0.3,L
660271,FF,96.1,1.34,-0.31,2341,219,-2.13,5.66,6.9,3.69,-1.28,R
660271,FC,91,0.4,0.38,2424,146,-2.5,5.39,7,2.3,-0.23,L
660271,ST,84.6,0.71,0.93,2400,82,-2.41,5.43,6.7,3.23,-1.07,L
660271,FC,91.3,0.52,0.19,2294,192,-2.27,5.38,7,2.32,-0.39,L
660271,FC,90.4,0.23,0.54,2372,145,-2.24,5.46,7,3.44,-0.04,L
660271,FF,97,0.75,-0.05,2311,207,-2.24,5.42,6.9,2.44,0.5,R
660271,FC,92.1,0.6,0.2,2373,159,-2.34,5.4,6.9,2.92,0.03,R
660271,FF,95.7,0.85,0.03,2120,210,-2.14,5.61,6.9,3.12,-0.26,R
660271,FF,95.9,0.86,0.04,2189,207,-1.99,5.71,7.1,2.48,1.53,R
660271,ST,83.3,0.34,0.99,2406,69,-2.29,5.56,6.7,3.45,0.19,R
660271,FC,91,0.49,0.12,2389,156,-2.3,5.44,7.1,2.78,-0.67,R
660271,ST,84,0.29,0.86,2315,70,-2.34,5.48,6.8,3.04,-0.94,R
660271,FC,87.6,0.19,0.18,2335,114,-1.92,5.94,6.9,2.82,-0.09,L
660271,FF,97.9,0.99,-0.11,2415,209,-2.35,5.53,6.9,3.25,0.42,L
660271,FC,91.9,0.23,0.42,2414,110,-2.28,5.5,6.9,1.5,0.24,L
660271,FC,92.5,0.66,0.27,2388,163,-2.47,5.49,7,2.07,0.46,L
660271,ST,83,0.27,1.15,2291,74,-2.28,5.63,6.9,3.32,-1.28,L
660271,FF,95.7,0.67,-0.33,2235,208,-2.33,5.54,6.9,2.76,-0.34,L
660271,FF,93.7,0.75,-0.08,2356,196,-2.33,5.46,7,2.19,-0.65,L
660271,FC,93.1,0.58,0.14,2355,174,-2.33,5.42,7.1,0.56,1.62,L
660271,ST,85.5,0.28,1.36,2518,68,-2.42,5.51,7,2.14,-0.4,L
660271,FF,97,0.76,0.02,2208,211,-2.33,5.43,6.9,2.62,-0.77,L
660271,ST,84.2,0.26,1.03,2495,65,-2.28,5.58,6.9,2.31,0.52,L
660271,ST,83.3,0.45,0.97,2392,63,-2.08,5.63,6.9,3.01,0.36,L
660271,ST,83.6,0.3,0.91,2380,68,-2.39,5.52,6.9,2.23,-1.08,L
660271,FC,93,0.58,0.21,2323,209,-2.18,5.51,7.1,0.98,0.95,L
660271,ST,84,0.43,0.8,2318,72,-2.15,5.63,7,2.08,0.45,R
660271,FF,95,1.16,-0.29,2128,217,-1.96,5.8,7.1,2.79,0.11,R
660271,FF,97.2,1.09,-0.17,2283,219,-2.47,5.45,7,2.72,-0.52,L
660271,FF,96.8,1.17,-0.17,2229,218,-2.18,5.56,7,2.43,0.05,L
660271,FC,91.7,0.59,0.11,2256,201,-2.24,5.41,7,1.16,1.24,L
660271,ST,84.8,0.4,0.87,2414,67,-2.29,5.57,6.9,2.06,0.34,L
660271,FC,87.9,0.12,0.13,2357,120,-1.92,5.95,7,1.06,-0.07,L
660271,FC,91.5,0.53,0.08,2302,180,-2.32,5.41,7,2.01,0.67,L
660271,ST,84.3,0.48,1.11,2376,75,-2.35,5.51,6.7,2.66,-0.79,L
660271,FF,97.7,1.07,-0.09,2220,214,-2.02,5.61,7.1,1.96,0.52,R
660271,FF,96.9,1.22,-0.34,2207,219,-2.07,5.63,7.1,2.14,0.13,R
660271,ST,82.7,0.75,0.7,2323,91,-2.39,5.55,6.8,3.3,-0.6,R
660271,ST,83.6,0.56,0.77,2401,74,-2.32,5.61,6.8,3.36,-1.23,R
660271,FF,93.8,1.2,-0.47,2088,217,-1.97,5.72,7,2.58,0.04,R
660271,FC,83.4,1.08,0.25,2239,100,-2.07,5.69,7.1,1.55,0.7,R
660271,FC,91.1,0.71,0.19,2427,184,-2.25,5.46,7,2.35,0.56,L
660271,FC,90,0.49,0.23,2374,191,-2.26,5.45,7.3,1.84,0.84,L
660271,FF,96.1,1.21,-0.47,2242,220,-2.17,5.6,7,2.57,-1.07,L
660271,ST,83.4,0.47,0.85,2317,77,-2.16,5.58,6.8,3.63,0.36,L
660271,ST,85.8,0.72,0.95,2458,80,-2.34,5.56,6.8,1.26,0.61,L
660271,ST,84.8,0.44,1.03,2406,63,-2.25,5.71,6.9,1.12,1.29,L
660271,FC,84.7,-0.04,0.3,2241,112,-2.05,6.02,7,0.46,0.33,L
660271,FS,86.3,0.26,-1.08,886,267,-2.11,5.68,6.9,2.19,-1.9,L
660271,FC,85.9,0.33,0.63,2291,70,-2.27,5.61,6.9,1.18,0.71,L
660271,CU,74.7,-0.95,0.81,2358,36,-1.8,6.1,7,1.62,-0.22,L
660271,FF,97.3,1.17,-0.56,2227,221,-2.08,5.66,6.9,2.36,-0.45,L
660271,ST,85.1,0.36,1,2413,73,-2.42,5.48,7,1.46,0.16,L
660271,FS,88,0.32,-0.78,964,254,-2.12,5.66,7.2,0.63,0.05,L
660271,FS,88.4,0.27,-0.93,1003,237,-2.14,5.62,7.1,0.19,-0.49,L
660271,ST,82.8,0.3,1.23,2411,79,-2.25,5.61,7,2.96,-0.07,L
660271,FF,93.8,1.17,-0.46,2067,215,-1.93,5.75,7,1.83,-0.15,L
660271,FC,87.3,0.64,0.25,2296,181,-2.32,5.66,7.1,1.4,1.22,R
660271,FS,89.3,1.27,-0.38,1971,208,-2.03,5.82,6.9,1.43,0.43,R
660271,FC,86.2,0.65,0.23,2347,167,-2.12,5.69,7.1,1.73,1.23,R
660271,ST,79.8,0.76,1.17,2353,84,-2.24,5.76,6.7,3.84,-0.91,R
660271,FF,93.3,1.06,-0.58,1962,216,-1.82,5.94,7,1.21,0.3,R
660271,ST,80.6,0.13,1.66,2565,64,-2.37,5.55,7.1,1.23,0.56,L
660271,FC,82.5,-0.16,0.34,2481,73,-2.04,6.15,6.8,2.18,-1.53,L
660271,FS,84.3,0.39,-0.51,970,222,-1.82,6.17,6.9,4.34,-2.24,L
660271,ST,83.7,0.31,1.37,2617,63,-2.47,5.53,7,1.37,0.49,L
660271,CU,76.2,-1.14,0.82,2515,54,-1.89,6.21,6.9,2.27,-0.84,L
660271,ST,83.3,0.25,1.51,2391,145,-2.48,5.5,7,1.91,0.08,R
660271,CU,77.8,-1.18,0.84,2484,34,-1.73,6.23,6.8,1.83,-1.46,R
660271,FF,95.6,1.04,-0.3,2274,213,-2.17,5.62,7,4.02,-1.26,R
660271,FF,95,1.18,-0.35,2243,210,-2.01,5.69,7,3.48,-0.84,R
660271,FF,96,1.19,-0.19,2253,215,-2.04,5.68,7.1,2.5,0.04,R
660271,FF,96.2,1.1,-0.59,2106,216,-2.06,5.72,7.1,2.23,-0.5,R
660271,FC,91.2,0.61,0.05,2219,181,-2.31,5.55,7.1,2.72,-0.31,L
660271,ST,82.3,0.24,1.28,2482,72,-2.54,5.56,6.8,2.95,-1.52,L
660271,FC,88.9,0.38,0.34,2155,179,-2.12,5.69,7.2,2.05,0.53,R
660271,ST,84.5,0.11,1.22,2394,76,-2.32,5.5,7,2.02,0.35,R
660271,FC,88.4,0.59,0.41,2360,94,-2.37,5.52,7.2,1.78,0.38,R
660271,FF,92.6,1.33,-0.17,2169,203,-2.22,5.77,7,2.07,0.5,R
660271,FC,85.6,0.4,0.41,2308,159,-2.2,5.64,6.9,1.93,1.42,R
660271,ST,82.5,0.64,0.85,2360,97,-2.26,5.54,7,1.98,1.16,R
660271,FF,94.3,1.19,-0.06,2065,205,-1.88,5.81,7.2,1.75,1.54,R
660271,CU,79.9,-1.23,0.99,2675,46,-1.7,6.17,7.2,2.16,0.06,R
660271,CU,76.6,-1.18,1.04,2468,43,-1.79,6.08,7,1.38,-0.31,R
660271,FF,96.1,0.97,-0.35,2056,210,-1.99,5.7,7.2,2.26,-0.08,R
660271,ST,87.3,0.35,1.18,2743,73,-2.4,5.31,7.2,3.07,1.23,R
660271,ST,86.3,0.28,1.08,2641,68,-2.35,5.51,7.1,1.66,0.8,R
660271,FF,98.6,1.31,-0.1,2292,210,-2.01,5.77,7.1,2.91,0.7,R
660271,FF,99.3,1,-0.32,2281,213,-2.25,5.61,7.1,2.13,-0.34,R
660271,FF,98.8,1.19,-0.51,2246,211,-2.2,5.67,7.1,2.15,-0.43,R
660271,FF,97.8,1.02,-0.31,2180,208,-2.15,5.63,7.1,2.5,0.15,L
660271,ST,85.2,0.6,0.94,2339,85,-2.44,5.45,7.2,3.11,-1.7,R
660271,FC,90.7,0.34,0.07,2400,166,-2.29,5.56,7.2,0.44,0.43,R
660271,FF,95.2,1.16,-0.16,2112,209,-2.2,5.53,7.1,3.7,-1.97,R
660271,ST,83.1,0.47,1.49,2460,78,-2.5,5.45,7.2,3.21,-0.56,R
660271,ST,83.8,0.74,1.32,2369,81,-2.45,5.54,6.7,4.11,-1.29,R
660271,FF,97.1,0.97,-0.41,2464,210,-2.1,5.47,7.2,0.98,0.87,R
660271,ST,84.4,0.59,1.25,2489,76,-2.27,5.49,7.1,3.28,-0.54,R
660271,ST,85,0.33,1.29,2473,70,-2.36,5.48,6.8,3.39,-0.6,R
660271,FF,97.5,1.22,-0.38,2135,219,-2.2,5.62,7.1,2.69,-1.1,R
660271,FC,89.6,0.6,0.31,2380,154,-2.3,5.48,7.1,2.13,0.15,R
660271,ST,84.5,0.51,0.84,2510,86,-2.28,5.55,7.1,1.19,1.42,R
660271,FF,95.8,1.19,0.01,2340,226,-2.11,5.64,7.1,2.36,1.09,R
660271,ST,80,0.53,0.85,2272,72,-2.03,5.74,6.9,1.9,0.74,R
660271,ST,81.6,0.65,0.81,2265,86,-2.17,5.67,7,0.71,2.29,L
660271,ST,85.2,0.47,1.37,2531,77,-2.58,5.48,6.9,2.45,-0.55,R
660271,FF,93.6,1.24,-0.25,2217,209,-2.05,5.75,7,3.09,-0.33,R
660271,FF,95.6,1.27,-0.17,2228,207,-2,5.73,7.2,0.77,1,R
660271,ST,82,0.59,1.01,2335,73,-2.21,5.69,7,2.92,-0.65,R
660271,ST,79.3,0.25,1.36,2415,74,-2.25,5.78,6.9,0.91,1.58,R
660271,CU,78.7,-1.04,1.12,2524,40,-1.6,6.26,7.1,2.44,0.77,R
660271,ST,86.2,0.76,1.1,2479,82,-2.31,5.6,6.9,2.39,-0.01,R
660271,CU,73,-1.06,0.87,2319,39,-1.81,6.31,7.1,2.56,-0.39,R
660271,FF,98,1.06,-0.08,2294,197,-2.23,5.64,7,3.31,0.2,R
660271,FF,96.9,1.24,-0.37,2313,216,-2.1,5.64,7.2,2.69,-0.82,R
660271,CU,74.8,-1.28,1.04,2592,39,-1.75,6.28,7.1,0.46,0.71,R
660271,FF,96.7,1.36,-0.33,2460,214,-2.29,5.68,7,4.32,-0.53,R
660271,FF,96.5,1.55,-0.35,2361,212,-2.05,5.84,7.1,2.92,-0.34,R
660271,FF,93.3,1.51,-0.4,2325,209,-2,5.76,7.1,1.66,0.54,R
660271,ST,83,0.41,1.24,2426,84,-2.26,5.67,6.9,2.65,-0.37,R
660271,FF,92.2,1.14,-0.03,2199,212,-2.14,5.62,7.1,2.99,0.38,R
660271,FF,93.6,1.08,0.03,2138,215,-2,5.76,7.1,1.33,1.26,R
660271,CU,75.4,-0.99,0.83,2431,41,-1.73,6.16,7.2,-0.01,0.67,R
660271,CU,79.3,-0.73,0.92,2510,47,-1.94,6.22,7,1.72,-0.66,R
660271,ST,84.9,0.63,1.25,2468,81,-2.45,5.4,6.8,2.48,0.03,R
660271,ST,85,0.47,1.36,2412,73,-2.47,5.61,6.7,2.71,-0.74,R
660271,FF,95.3,1.32,-0.29,2380,216,-2.17,5.73,7,3.19,-0.03,R
660271,ST,82.1,0.72,1.03,2503,69,-2.42,5.55,6.9,1.27,0.78,R
660271,FF,94.4,1.36,-0.56,2240,211,-1.95,5.75,7.1,1.95,0.46,R
660271,FC,88.3,0.66,0.13,2193,212,-2.29,5.69,7,2.28,0.23,L
660271,ST,84.6,0.68,1.58,2661,65,-2.37,5.49,6.9,1.73,1,R
660271,ST,83.6,0.53,1.45,2553,74,-2.41,5.62,6.7,3.18,-0.39,R
660271,ST,84.6,0.56,1.38,2492,92,-2.31,5.56,6.9,1.07,1.67,R
660271,FF,96.2,1.13,-0.35,2292,213,-2.1,5.73,7.1,3.45,0.45,R
660271,FF,96.7,1.24,-0.48,2205,211,-1.95,5.71,7.1,1.78,0.51,R
660271,FF,97.5,1.33,-0.55,2205,221,-1.94,5.82,7,2.78,-0.53,R
660271,FF,94,1.19,-0.39,2199,215,-1.84,5.82,7.1,3.25,0.13,R
660271,ST,82.9,0.6,1.06,2493,61,-2.25,5.65,6.9,1,1.84,R
660271,ST,80,0.53,1.08,2342,64,-2.15,5.72,6.9,1.74,-0.06,R
660271,CU,73.3,-1.28,0.98,2424,30,-1.76,6.28,7.1,1.48,-0.18,L
660271,FC,90.2,0.56,0.42,2307,190,-2.25,5.6,7.1,2.21,0.77,L
660271,FC,89.3,0.68,0.26,2267,184,-2.03,5.65,7,0.99,1.73,L
660271,CU,73.4,-1.08,0.81,2316,41,-1.77,6.22,7,1.68,0.17,L
660271,FF,94.3,1.1,-0.05,2256,199,-2.07,5.6,7.2,1.78,0.93,R
660271,CU,77,-1.04,0.91,2467,36,-1.68,6.25,7.2,0.43,1.44,R
660271,FF,96.4,1.12,-0.65,2279,211,-2.03,5.65,7.1,2.46,-0.55,R
660271,ST,82.6,0.57,0.64,2441,78,-2.35,5.59,6.8,2.05,-0.42,R
660271,FF,94.3,1.26,-0.37,2247,218,-2.04,5.73,7.1,1.32,0.35,R
660271,ST,82,0.58,0.74,2370,73,-2.24,5.67,7,1.9,0.16,R
660271,ST,82.5,0.35,1.33,2389,88,-2.36,5.63,7.1,1.17,-0.11,R
660271,ST,79.8,0.3,1.46,2289,69,-2.32,5.64,6.9,0.93,0.32,R
660271,FF,94.2,1.1,-0.22,2080,213,-1.94,5.49,7.3,0.18,2.57,R
660271,FF,92.6,1.25,-0.86,2021,227,-2.02,5.63,6.9,2.07,0.22,L
660271,ST,81.1,0.29,1.2,2398,77,-2.32,5.34,6.5,2.35,-0.16,R
660271,ST,79.9,0.47,1.28,2314,83,-2.07,5.54,6.2,2.35,0.21,R
660271,FF,93.1,0.92,-0.36,2018,212,-1.97,5.66,7.2,2.81,-0.93,R
660271,FF,97.1,0.83,-0.05,2367,198,-2.22,5.38,6.8,2.96,0.91,R
660271,ST,85.8,0.33,1.31,2606,72,-2.44,5.23,6.6,1.06,1.44,R
660271,FF,97,1.14,0.09,2173,207,-2.16,5.52,6.8,2.92,-1.47,R
660271,ST,85.4,0.36,1.32,2553,69,-2.32,5.36,6.9,2.35,0.51,R
660271,ST,85.3,0.21,1.32,2566,80,-2.44,5.29,6.9,1.98,0.13,R
660271,FF,97.3,1.35,0.08,2321,202,-2.1,5.5,6.9,2.93,0.62,R
660271,FF,97.4,1.17,-0.16,2299,208,-2.3,5.44,6.8,3.59,0.06,L
660271,CU,82.2,-1.09,0.93,2582,51,-1.93,5.84,7,0.17,0.39,L
660271,FF,97.3,0.74,-0.27,2327,201,-2.28,5.48,6.9,2.04,0.11,L
660271,FC,91.1,0.61,0.32,2330,170,-2.28,5.35,6.9,1.84,0.37,L
660271,FF,95.3,0.89,-0.44,2232,213,-2.08,5.54,7,2.06,-0.18,R
660271,ST,81,0.56,1.5,2294,81,-2.2,5.6,6.9,4.28,-1.08,R
660271,FC,87.8,0.46,0.56,2268,167,-2.13,5.54,6.8,3.4,-0.32,L
660271,FF,93.5,1.12,-0.6,2067,215,-2.07,5.63,6.9,1.82,0.81,L
660271,ST,79.6,0.5,1.29,2176,75,-2.2,5.67,6.7,3.53,-0.92,L
660271,CU,72.5,-1.27,0.73,2370,40,-1.63,6.3,6.5,0.7,-0.02,L
660271,ST,79.2,0.62,1.22,2223,103,-2.05,5.68,6.6,1.99,-0.39,L
660271,FF,94.8,1.29,-0.22,2373,209,-2.18,5.52,6.7,2.5,0.15,L
660271,ST,80.5,0.55,1.3,2438,76,-2.23,5.5,6.8,2.27,-0.63,L
660271,FF,94.7,1.12,-0.34,2184,215,-1.96,5.65,6.9,2.67,-0.03,R
660271,ST,81.5,0.65,1.32,2499,79,-2.16,5.49,7,1.95,-0.02,R
660271,FF,95.7,1.29,-0.42,2183,209,-1.81,5.67,6.9,2.07,1.49,R
660271,FC,84.4,-0.13,0.64,2385,103,-1.82,5.97,6.7,2.21,-0.22,L
660271,ST,77.8,-0.11,1.42,2389,73,-2.12,5.6,6.9,1.28,1.41,R
660271,FF,94.5,1.37,-0.61,2124,215,-1.98,5.54,6.8,3.19,-1.59,R
660271,ST,84.2,0.41,1.28,2468,80,-2.13,5.5,6.7,2.56,1.68,R
660271,FF,94.8,1.42,-0.71,2214,215,-2.1,5.62,6.7,3.23,-0.77,R
660271,FF,94.8,1.52,-0.54,2191,210,-1.74,5.79,7,1.23,0.86,R
660271,FC,85.1,1.04,0.06,NA,NA,-1.59,6.36,6.8,3.51,-0.45,R
660271,FF,98,1.16,-0.47,2316,208,-1.9,5.92,6.4,3.74,-0.47,R
660271,FC,85.1,-0.21,0.47,2386,110,-1.79,6.15,6.6,2.02,0.81,R
660271,CU,73.8,-1.2,0.9,2390,48,-1.69,6.2,6.6,1.61,0.67,R
660271,FC,86.7,0.88,0.59,2359,79,-2.26,5.67,6.6,1.64,1.4,R
660271,FF,95.6,1.37,-0.5,2129,216,-1.93,5.79,6.8,3.21,-0.63,R
660271,FF,97.5,1.42,-0.58,2295,215,-1.88,5.81,6.9,0.49,1.17,R
660271,ST,82.1,0.55,1.16,2335,91,-2.19,5.64,6.6,2.28,0.72,R
660271,FS,86.3,0.61,-0.4,1396,225,-1.86,6,6.9,2.18,0.08,L
660271,FC,88.8,0.73,0.29,2294,155,-2.14,5.6,6.5,2.44,1.23,L
660271,FC,81.7,0.48,0.86,2264,74,-2.12,5.61,6.5,0.6,1.96,L
660271,CU,70.1,-1.1,1,2291,39,-1.65,6.26,6.2,1.82,0.61,L
660271,FC,82.7,0.04,0.75,2476,76,-2.37,5.35,7,2.17,-0.6,R
660271,FC,80.1,0.15,0.59,2371,92,-2.18,5.46,6.9,1.95,0.3,R
660271,FF,94.4,1.21,-0.49,2087,213,-2.01,5.61,6.9,2.44,-1.22,R
660271,FF,97,1.02,-0.64,2108,218,-2.25,5.5,6.7,2.1,-0.21,L
660271,FC,88.4,0.6,0.33,2478,178,-2.2,5.42,6.9,2.68,0.12,L
660271,FC,87.5,0.49,0.36,2429,170,-2.18,5.5,6.9,3.07,0.98,L
660271,FC,89.7,0.67,-0.09,2216,203,-2.18,5.47,7,1.53,0.53,L
660271,FC,84.3,0.43,0.75,2592,86,-2.32,5.55,6.9,1.26,1.38,L
660271,CU,72.3,-1.35,1.22,2441,41,-1.73,6.19,6.6,3.02,-0.45,L
660271,FF,97,1.29,-0.44,2243,209,-2.21,5.64,6.4,1.95,0.44,L
660271,FC,82.6,-0.43,0.63,2482,63,-1.68,6.19,6.7,1.08,0.52,L
660271,FS,84.9,0.04,-0.8,1245,235,-1.76,6.14,6.8,1.08,0.75,L
660271,FF,95.6,0.81,-0.3,2369,209,-2.23,5.52,6.8,3.37,0.28,L
660271,FC,82,-0.08,0.38,2336,117,-1.8,6.11,6.5,1.48,0.16,L
660271,FC,78.9,0.84,0.44,2305,93,-2.25,5.69,6.5,2.9,-0.55,L
660271,FC,85,0.52,0.66,2404,93,-2.39,5.43,7,1.82,0.34,R
660271,FF,96.1,1.56,-0.64,2318,205,-1.9,5.7,6.8,2.45,-0.08,R
660271,FF,95.3,1.57,-0.81,2209,214,-1.86,5.75,6.8,1.81,-0.42,R
660271,FC,88.8,0.68,0.1,2344,176,-2.2,5.46,6.5,2.85,0.43,L
660271,FC,88.9,0.78,0.36,2375,170,-2.16,5.57,6.6,2.81,1.46,L
660271,FC,88,0.53,0.15,2170,184,-2.23,5.66,6.4,1.78,1.1,L
660271,FC,86.1,0.73,0.75,2427,89,-2.25,5.43,6.7,1.96,0.97,R
660271,FF,94.4,1.18,-0.29,2142,211,-1.96,5.75,6.2,2.63,-0.19,R
660271,FF,94.8,1.31,-0.31,2167,210,-1.88,5.65,6.8,2.34,0.78,R
660271,FF,95.6,1.01,-0.19,2252,195,-2.06,5.57,6.8,2.05,1.27,R
660271,FC,84,-0.14,0.29,2477,69,-1.85,6.19,6.7,0.62,1.06,R
660271,FF,94.5,1.32,-0.56,2246,216,-1.96,5.69,6.7,3.64,0,R
660271,FF,94.7,1.33,-0.81,2095,212,-1.82,5.77,7,1.26,0.22,R
660271,FC,81.4,0.12,0.52,2363,90,-2.26,5.53,6.4,2,-0.59,R
660271,SI,89.9,0.68,-1.53,1841,216,-1.89,5.68,6.6,0.66,2.32,R
660271,FC,87.5,0.81,0.13,2341,174,-2.15,5.73,6.1,2.25,-0.06,R
660271,FF,92.3,1.46,-0.61,2251,207,-2.13,5.78,6.8,2.52,0.39,R
660271,ST,78.9,0.72,0.96,2202,72,-2.18,5.7,6.6,0.86,0.45,R
660271,FC,85.9,0.65,0.08,2325,174,-2.02,5.78,7.4,0.49,1.97,R
660271,CU,76.6,-1.07,0.92,2499,47,-1.82,6.25,6.5,1.78,0,L
660271,FC,88.4,0.79,-0.09,2282,197,-2.24,5.58,6.6,2.23,0.69,L
660271,FF,92.2,1.23,-0.68,2162,220,-2.2,5.7,6.7,2.32,-0.19,L
660271,FC,80.2,0.64,0.26,2196,101,-2.22,5.67,6.5,0.82,0.77,L
660271,FC,87,0.88,0.08,2275,183,-2.19,5.79,6.5,2.86,0.27,R
660271,ST,79.5,0.58,1.56,2300,78,-2.25,5.57,6.5,2.95,0.74,R
660271,FF,92.6,1.32,-0.84,2094,213,-1.81,5.88,6.9,1.24,1.48,R
660271,ST,83.2,0.27,1.43,2580,69,-2.3,5.65,6.9,2.84,-1.15,L
660271,FC,84.8,-0.49,0.57,2628,79,-2.14,6.15,6.9,3.64,-2.45,L
660271,ST,85.5,0.58,1.33,2595,71,-2.54,5.62,6.9,3.42,-0.84,L
660271,ST,84.1,-0.32,1.16,2709,63,-2.64,5.51,7,0.71,0.65,L
660271,FC,83.4,-0.05,0.85,2568,68,-2.38,5.62,6.9,2.71,0.21,L
660271,FF,97.2,1.04,-0.09,2271,212,-2.21,5.8,7,2.86,0.11,L
660271,ST,86.9,1.62,0.6,2756,110,-1.65,6.25,6.9,4.14,-0.06,R
660271,ST,85.3,0.29,1.29,1899,123,-2.45,5.55,7,3.55,0.26,R
660271,FC,85.3,-0.08,0.42,2496,85,-1.83,6.16,7,2.32,0.12,R
660271,FC,85.1,0.35,0.29,2329,117,-2,5.88,6.9,2.82,-0.15,R
660271,FF,94.4,1.09,0.05,2219,201,-1.87,5.89,7,3.47,0.4,R
660271,FS,89.4,0.83,-0.7,1016,223,-1.71,6.18,7,2.24,-0.1,R
660271,FC,87.5,-0.18,0.77,2726,65,-2.14,6.02,6.8,2.68,0.63,R
660271,FF,99.2,0.92,0.04,2343,208,-2,5.79,7,2.92,0.71,R
660271,ST,84.5,0.14,1.67,2600,70,-2.48,5.52,6.9,2.55,-0.77,R
660271,ST,84.8,0.27,1.48,2662,72,-2.68,5.51,7,3.31,-1.38,R
660271,FC,85.5,-0.28,0.86,2667,75,-2.03,6.14,6.8,2.53,-0.8,R
660271,FC,85.5,-0.18,0.65,2558,67,-1.97,6.06,6.9,2.26,-0.25,R
660271,FF,97.2,1.07,0.01,2221,216,-2.28,5.73,7,1.92,0.07,R
660271,FF,97.4,1.24,-0.27,2160,216,-2.25,5.74,7,3.43,-0.38,L
660271,FF,94.6,1,-0.17,2157,203,-2.31,5.77,6.8,2.99,-0.66,L
660271,FF,95.2,1.27,-0.4,2152,222,-2.19,5.75,7.3,1.95,0.23,L
660271,FC,88.6,0.53,0.28,2306,168,-2.44,5.57,6.9,1.61,1.08,L
660271,FF,92.5,0.8,0.06,2194,202,-2.15,5.76,7,1.95,0.87,R
660271,ST,81.8,0.56,1.27,2427,89,-2.45,5.66,7,1.01,0.72,R
660271,FC,84.8,0.09,0.36,2289,142,-2.08,6.01,6.6,0.92,1.46,R
660271,ST,81.6,0.5,1.28,2403,61,-2.32,5.66,7.1,1.18,1.12,R
660271,FS,86.9,0.33,-0.63,NA,NA,-1.81,6.19,6.8,1.36,0.05,L
660271,FS,83.3,0.74,-0.34,1719,223,-1.95,6.26,6.7,3.39,-1.52,L
660271,FC,88.1,0.47,0.47,2420,127,-2.24,5.78,7,2.33,1,L
660271,FC,88.4,0.57,0.33,2269,157,-2.27,5.75,6.9,1.69,1.24,L
660271,CU,69.7,-1.04,0.93,2205,39,-1.85,6.3,6.5,1.64,0.2,L
660271,FF,97,0.94,-0.06,2297,206,-2.17,5.8,6.8,2.45,-0.54,R
660271,FF,97.1,1.13,-0.27,2249,211,-2.07,5.85,6.9,1.76,-0.88,R
660271,FF,96.8,0.83,-0.13,2266,205,-2.06,5.83,7.2,2.42,0.53,R
660271,FC,89.2,0.42,0.39,2322,142,-2.38,5.66,6.8,2.4,-0.62,L
660271,FC,85.2,1.11,-0.12,2005,201,-2.13,6.03,6.8,3.57,0.17,L
660271,FC,87.4,0.32,0.43,2334,125,-2.36,5.73,6.6,3.59,-1.2,L
660271,ST,81.6,0.5,1.43,2419,62,-2.45,5.74,6.9,3.63,-0.66,L
