pitcher,pitch_type,release_speed,pfx_z,pfx_x,release_spin_rate,spin_axis,release_pos_x,release_pos_z,release_extension,plate_z,plate_x,stand
660271,SL,86.4,0.18,1.13,2569,57,-1.88,6.25,6.8,1.67,1.94,R
660271,SL,86.5,0.47,0.91,2570,91,-2.37,5.69,6.8,2.57,-0.21,R
660271,FC,90.9,0.31,0.52,2481,144,-2.26,5.74,6.7,2.22,1.07,R
660271,FC,90.1,0.49,0.31,2398,172,-2.23,5.78,6.7,3.52,-0.27,R
660271,SL,86.2,0.34,0.89,2549,93,-2.36,5.75,6.7,1.49,0.86,R
660271,SL,85.1,0.31,1.02,2510,89,-2.34,5.79,6.8,2.36,0.46,R
660271,SI,95.9,0.62,-1.24,NA,NA,-2.16,5.86,6.9,0.66,-0.04,R
660271,SL,84.3,0.36,1.49,2471,80,-2.43,5.85,6.6,2.78,0.14,R
660271,SL,85.4,0.49,1.06,2375,86,-2.29,5.85,6.6,2.94,0.8,R
660271,SI,96.9,0.62,-1.29,1862,208,-1.84,6.09,6.7,4.03,-1,R
660271,FF,96.9,1.17,-0.22,2264,215,-2.27,5.79,6.9,2.84,-0.41,R
660271,SL,86.2,0.22,1.24,2625,68,-2.7,5.51,7,1.45,0.76,L
660271,FF,98.3,1.48,-0.57,2313,217,-2.22,5.78,6.8,4.28,-0.5,L
660271,FF,97.2,1.31,-0.24,2478,208,-2.21,5.8,6.9,3.46,0.81,L
660271,FF,97.2,1.43,-0.66,2468,218,-2.3,5.79,6.7,4.36,-0.82,L
660271,CU,75.1,-1.27,0.91,2544,38,-2.05,6.09,6.9,2.41,-0.3,L
660271,SL,84.5,0.55,1.07,2569,68,-2.63,5.53,6.8,3.93,0.39,L
660271,CU,79.2,-1.3,0.92,2660,44,-2.02,6.15,6.4,3.7,-1.95,L
660271,FS,90.8,1.15,-0.49,1547,231,-1.94,6.05,6.8,0.46,0.71,L
660271,CU,79.1,-1.19,1.03,2573,34,-1.72,6.15,6.8,1.79,1.37,L
660271,CU,75.4,-1.18,0.92,2424,34,-1.94,6.17,6.9,2.67,-0.45,L
660271,FF,96.3,1.48,-0.46,2387,216,-2.16,5.78,6.8,2.2,-0.32,L
660271,SL,84.7,0.23,1.43,2446,46,-2.65,5.63,6.7,3.27,-0.98,L
660271,CU,80.5,-1.13,1.03,2596,39,-1.81,6.16,6.7,3.09,1.66,L
660271,FS,88.8,0.15,-0.7,1552,239,-2.11,6.06,6.6,0.74,0.64,L
660271,FF,97.2,1.2,-0.46,2367,217,-2.3,5.73,6.5,4.61,-0.11,L
660271,CU,78,-1.27,0.83,2576,39,-1.9,6.26,6.6,2.22,-0.52,L
660271,SL,82.5,0.24,1.35,2504,72,-2.51,5.67,6.8,3.27,-0.28,L
660271,SL,85.6,0.55,1.02,2581,74,-2.61,5.65,6.7,2.95,0.58,L
660271,CU,80.4,-1.09,0.93,2610,43,-1.79,6.21,6.8,2,1.68,L
660271,FF,97.5,1.11,-0.72,2278,221,-2.25,5.71,6.9,1.58,0.51,L
660271,SL,83.3,0.2,1.22,2487,70,-2.47,5.67,6.7,1.91,0.48,L
660271,SL,82.4,0.42,1.12,2367,76,-2.49,5.67,6.8,1.99,-0.09,L
660271,FF,95.7,0.98,-0.82,2141,223,-2.04,5.78,6.9,1.21,0.11,L
660271,FF,92.3,1.26,-0.79,2138,218,-2.25,5.93,6.8,2.54,-0.33,L
660271,SL,80.9,0.05,1.07,2415,58,-2.5,5.77,6.7,1.37,0.48,L
660271,CU,73.4,-1.06,0.69,2329,28,-1.9,6.36,6.5,1.81,-1.21,L
660271,SL,82.2,0.31,1.13,2496,59,-2.38,5.66,6.8,2.08,0.59,L
660271,FF,95.6,1.14,-0.3,2185,215,-2.13,5.78,6.9,3.41,0.12,L
660271,FF,95.9,1.24,-0.56,2269,216,-2.27,5.77,6.7,3.14,-1.16,L
660271,FF,97.6,1.17,-0.36,2190,214,-2.32,5.74,6.7,3.76,0.16,L
660271,CU,76.7,-1.1,0.82,2496,38,-1.94,6.12,7.1,2,0.57,L
660271,FF,93.8,1,-0.43,1976,216,-2.23,5.79,6.8,2.81,-0.78,L
660271,SL,83.3,0.4,0.96,2513,64,-2.55,5.64,6.7,1.17,0.07,L
660271,FF,92,1.3,-0.52,2251,216,-2.2,5.84,6.8,2.29,0.73,L
660271,FC,89.9,0.64,0.29,2405,202,-2.62,5.62,6.6,2.84,-1.7,L
660271,FF,95.5,1.21,-0.47,2297,220,-2.35,5.78,6.6,2.55,-1.13,L
660271,CU,76.7,-1.14,0.92,2507,32,-2.07,6.15,6.9,1.31,0.41,L
660271,SL,85.2,0.24,1.32,2541,74,-2.48,5.6,6.6,2.06,-0.05,R
660271,SL,84.7,0.44,1.11,2505,60,-2.6,5.55,6.8,1.05,2.5,R
660271,SL,84.4,0.68,0.87,2439,81,-2.51,5.77,6.7,2.88,-0.39,R
660271,FF,97.9,1.14,-0.04,2251,206,-2.17,5.77,6.9,2.29,0.76,L
660271,FC,88.8,0.48,0.64,2453,81,-2.47,5.54,6.7,2.48,0.02,L
660271,CU,80.4,-1.17,1.07,2601,42,-1.95,6.19,6.6,2.77,-1.09,L
660271,FC,90.1,0.63,0.77,2515,80,-2.62,5.56,6.7,3.57,-0.71,L
660271,FS,90.7,-0.05,-0.64,1237,232,-2.02,6.02,7,1.44,-0.58,L
660271,FC,90.1,0.61,1.11,2662,61,-2.59,5.5,6.8,1.72,2.1,L
660271,SL,87.5,0.35,1.42,2615,63,-2.53,5.58,6.9,1.9,1.76,L
660271,SL,85.2,0.28,1.36,2519,62,-2.66,5.61,6.8,2.27,-0.72,L
660271,SL,84,0.26,1.37,2483,62,-2.45,5.59,6.7,1.24,0.87,L
660271,SL,86.1,0.15,1.48,2488,64,-2.52,5.59,6.7,2.45,1.76,L
660271,FF,97.8,1.18,-0.72,2271,219,-2.43,5.8,6.7,3.95,-2.73,L
660271,CU,77.6,-1.19,0.83,2510,34,-1.98,6.09,6.7,0.49,0.3,L
660271,FF,97.2,1.1,-0.51,2074,215,-2.13,5.74,6.9,1.86,-0.13,L
660271,SL,85.8,0.49,0.84,2515,57,-2.45,5.66,6.6,1.83,0.22,L
660271,FS,90.2,0.01,-0.4,1261,247,-1.97,6.01,6.8,0.32,0.05,L
660271,FF,98.5,1.17,-0.49,2308,221,-2.28,5.76,6.7,3.11,-0.42,L
660271,FF,97.1,1.3,-0.64,2373,215,-2.26,5.82,6.8,3.1,-0.79,L
660271,SL,83.9,0.66,0.81,2437,63,-2.33,5.76,6.8,2.5,0.41,L
660271,FS,87.9,0.34,-0.75,1302,237,-2.12,6.04,6.8,2.36,-0.19,L
660271,FF,97.8,1.31,-0.03,2262,220,-2.18,5.86,6.8,3.59,0.54,L
660271,SL,85.3,0.4,0.92,2452,55,-2.18,6.03,6.6,1.45,0.64,L
660271,SL,84.1,0.24,0.9,2467,71,-2.34,5.76,6.6,2.52,-0.25,L
660271,SL,83.2,0.15,1.15,2476,61,-2.56,5.76,6.6,3.62,-1.1,L
660271,CU,74.1,-1.08,0.8,2438,39,-1.91,6.28,6.8,3.5,0.09,L
660271,SL,85.2,0.81,0.65,2501,84,-2.46,5.63,6.7,2.26,0.05,L
660271,SL,82.1,0.53,0.92,2435,63,-2.32,5.69,6.7,2.1,-0.12,L
660271,FF,93.8,1.1,-0.55,2140,217,-2.11,5.8,6.8,3.1,-0.98,L
660271,FF,95.2,1.21,-0.42,2198,217,-2.04,5.78,6.9,3.05,0.99,L
660271,SL,85.4,0.31,0.6,2481,97,-2.4,5.81,6.8,2.86,-0.03,L
660271,SL,84.4,0.4,1.18,2580,61,-2.33,5.68,6.8,2.33,0.12,L
660271,FS,85.7,0.21,-0.64,1262,233,-1.79,6.05,6.7,0.35,0.38,L
660271,CU,77.6,-1.17,0.68,2541,41,-1.71,6.18,6.7,1.39,1.37,L
660271,FC,85.4,0.77,0.29,2446,68,-2.23,5.79,6.8,1.94,1.16,L
660271,SL,83.6,0.19,0.95,2505,67,-2.24,5.68,6.8,1.29,1.63,L
660271,SL,82.7,0.68,0.75,2392,89,-2.4,5.71,6.8,2.55,0.13,L
660271,FF,94.7,1.37,-0.55,2290,215,-2.05,5.78,6.9,1.17,0.07,L
660271,FF,92.1,1.32,-0.42,2238,212,-2.09,5.97,6.7,4.28,-0.31,R
660271,SL,81.6,0.42,0.73,2462,65,-2.43,5.71,6.6,0.53,0.5,R
660271,SI,92.3,0.88,-1.1,1876,217,-2.05,5.96,6.5,4.66,-1.74,R
660271,SL,82.2,-0.04,1.05,2410,63,-2.47,5.69,6.7,1.45,1.58,R
660271,SL,82.4,0.53,1.17,2414,71,-2.32,5.79,6.6,2.41,0.85,L
660271,SL,83.2,1.09,0.48,2345,81,-2.34,5.82,6.7,2.54,0.35,L
660271,FF,95.6,1.09,-0.9,2098,224,-2.17,5.9,6.9,-0.17,0.78,L
660271,FF,94.3,1.08,-0.51,2153,215,-2.09,5.97,6.8,2.09,0.51,L
660271,SL,87.7,0.4,1.1,2459,68,-2.66,5.77,6.8,2.38,-0.04,L
660271,FF,99.2,1.19,-0.52,2353,211,-2.35,5.97,6.7,2.58,0.69,L
660271,FS,90.8,0.11,-0.58,1339,241,-2.26,6.18,6.8,1.56,-0.28,L
660271,FF,99.1,1.27,-0.55,2232,221,-2.19,5.98,6.7,2.48,1.25,L
660271,FS,90.3,0.61,-0.45,1429,236,-2.14,6.1,6.8,0.38,1.23,L
660271,FF,97.8,1.19,-0.32,2167,220,-2.35,5.94,6.8,2.01,0.12,L
660271,CU,78,-1.28,0.76,2464,40,-2.02,6.37,6.7,2.92,-0.33,L
660271,FS,89.6,-0.1,-0.25,1083,240,-2.08,6.21,6.8,2.8,-0.97,L
660271,SL,86.3,0.52,0.89,2457,67,-2.69,5.84,6.8,2.73,0.35,L
660271,CU,78,-1.26,0.83,2471,40,-2.1,6.27,6.6,3.22,-0.38,L
660271,FF,98.7,1.1,-0.42,2004,227,-2.29,5.97,6.8,2.57,0.02,L
660271,FC,92.1,0.58,0.26,2320,212,-2.73,5.85,6.7,2.86,-0.07,L
660271,CU,76.9,-1.17,0.9,2407,43,-2.06,6.39,6.6,2.67,0.77,L
660271,SL,85.7,0.29,1.45,2601,63,-2.81,5.78,6.7,2.83,0.27,R
660271,FC,91.7,0.42,0.27,2448,165,-2.6,5.77,6.7,2.68,0.88,R
660271,FF,98.2,1.18,-0.59,2164,216,-2.45,6.01,6.6,3.9,-1.54,R
660271,CU,79.3,-1.14,1.02,2610,38,-2.03,6.37,6.6,1.98,-0.02,R
660271,FF,99.8,1.19,-0.52,2153,223,-2.39,6,6.7,3.67,-0.65,L
660271,FS,91,0.1,-0.49,1227,244,-2.31,6.06,6.7,1.83,-0.29,L
660271,FS,92.4,0.08,-0.54,1403,244,-2.28,6.09,6.9,0.59,0.97,L
660271,FF,98.8,1.44,-0.51,2246,217,-2.59,5.97,6.8,2.77,-0.35,L
660271,FF,98.4,1.32,-0.43,2259,218,-2.39,5.97,6.8,3.03,-0.66,L
660271,SL,85.4,0.26,1.18,2435,67,-2.8,5.73,6.7,2.19,-0.47,R
660271,SL,83.7,0.36,1.41,2331,65,-2.57,5.83,6.7,1.98,-0.29,R
660271,SL,86.1,0.27,1.16,2513,63,-2.55,5.74,6.8,2.01,-0.07,R
660271,FF,98,1.48,-0.34,2288,221,-2.18,5.95,6.8,1.43,1.23,R
660271,FF,94.1,1.17,-0.46,2078,220,-2.22,6.03,6.9,3.2,0.07,L
660271,SL,84.8,0.42,0.98,2318,64,-2.74,5.8,6.7,1.14,-1.84,L
660271,FF,95.2,1.19,-0.31,2111,214,-2.43,5.95,6.8,1.9,-0.45,L
660271,FF,95.8,0.99,-0.42,1961,220,-2.35,6,6.9,2.35,-1.05,L
660271,CU,76.5,-1.3,0.8,2516,41,-1.96,6.35,6.6,0.92,1.53,L
660271,FS,89.7,0.14,-0.56,1351,242,-2.25,6.18,6.7,2.04,-0.74,L
660271,FC,92.7,0.74,0.27,2381,182,-2.59,5.77,6.8,2.15,0.59,L
660271,FC,89.6,0.61,0.23,2345,199,-2.64,5.89,6.7,1.37,0.44,L
660271,SL,82,0.39,1.42,2297,64,-2.65,5.9,6.5,3.05,-1.57,L
660271,FF,95.1,1.09,-0.53,2021,220,-2.4,6.05,6.8,1.82,-0.71,L
660271,FS,90.8,0.13,-0.56,1389,242,-2.23,6.08,6.8,1.14,-0.31,L
660271,FF,96.8,1.48,-0.32,2183,219,-2.42,5.91,6.8,2.91,-0.38,L
660271,FS,87.1,-0.09,-0.24,1088,260,-2.29,6.04,6.8,3.6,-0.02,L
660271,FC,90.4,0.49,0.38,2280,198,-2.36,5.8,6.7,2.77,0.25,L
660271,FC,88.5,0.77,0.43,2330,83,-2.51,5.77,6.7,2.6,-0.6,L
660271,FF,99.1,1.25,-0.41,2326,209,-2.32,5.94,6.7,4.27,0.44,L
660271,FS,91.2,0.02,-0.42,1259,242,-2.29,6.1,6.8,1.12,0.82,L
660271,FF,98.7,1.2,-0.54,2175,218,-2.27,5.92,6.9,2.02,0.21,L
660271,FF,97.6,1.3,-0.73,2185,222,-2.34,5.89,6.9,1.82,0.23,L
660271,CU,78.5,-1.19,1.17,2593,43,-1.95,6.2,6.6,1.72,0.79,L
660271,FF,96.2,1.36,-0.56,2025,216,-2.3,5.98,6.9,1.94,-0.98,R
660271,FF,94.6,1.34,-0.45,2116,212,-2.33,6.01,6.8,3,0.1,R
660271,FF,93.6,1.28,-0.35,2084,214,-2.13,6.06,6.9,2.28,0.62,R
660271,FC,87.2,0.17,0.55,2191,176,-2.7,5.74,6.8,1.12,1.22,R
660271,SL,85,0.43,1.05,2461,74,-2.58,5.67,6.8,2.44,1.45,R
660271,SI,96.8,0.87,-1.37,1832,227,-2.4,5.95,6.8,4.1,-1.49,R
660271,FF,96.7,1.11,-0.28,2198,218,-2.34,5.91,6.7,2.32,0.28,L
660271,FF,97,1.22,-0.2,2032,220,-2.43,5.91,6.8,3.08,-0.79,L
660271,FS,89.5,0.23,-0.86,1461,243,-2.2,6.06,6.9,0.23,0.91,L
660271,FF,97.7,1.37,-0.54,2292,216,-2.15,6.02,6.8,1.87,0.39,L
660271,SI,96.6,0.5,-1.34,1821,225,-2.4,5.89,6.9,2.45,-0.48,R
660271,SL,87.7,0.47,1.28,2505,62,-2.49,5.89,6.7,1.52,0.97,R
660271,FF,98.5,1.31,-0.24,2212,208,-2.08,6.11,6.7,3,0.4,R
660271,FS,89.1,0.28,-0.38,1374,233,-1.98,6.34,6.7,1.52,0.5,R
660271,FS,87.8,0.73,-0.63,1519,238,-1.89,6.33,6.8,1.32,0.54,R
660271,FF,95.2,1.42,-0.28,2184,212,-2.07,6.13,6.7,1.85,0.51,R
660271,SL,84,1.1,0.33,2343,85,-2.56,5.97,6.6,3.41,-0.48,R
660271,FF,95.5,1.28,-0.3,2237,214,-2.19,5.89,6.9,2.43,0.49,L
660271,FF,95.5,1.16,-0.33,2139,215,-2.18,5.91,6.9,1.73,1.13,L
660271,FF,96,1.08,-0.69,2068,223,-2.43,5.74,6.9,1.05,-0.89,L
660271,FF,97,1.41,-0.55,2216,216,-2.33,5.85,6.9,2.13,0.03,L
660271,FF,96.1,1.28,-0.44,2145,209,-2.16,5.91,6.9,1.72,0.19,L
660271,FF,97.8,1.31,-0.29,2205,219,-2.48,5.88,6.9,2.62,0.17,L
660271,SL,86.5,0.66,0.69,2433,62,-2.49,5.8,6.8,2.7,0.22,L
660271,FF,96.7,1.3,-0.18,2322,210,-2.35,5.88,6.8,3.98,-0.09,L
660271,FF,96,1.23,-0.27,2298,207,-2.24,5.95,6.8,3.06,0.3,L
660271,SL,82.9,0.61,1.36,2475,70,-2.76,5.8,6.6,3.12,0.16,L
660271,FC,90.8,0.66,-0.03,2469,204,-2.42,5.8,6.8,2.33,1.28,L
660271,SI,97.8,0.69,-1.5,1781,217,-2.36,5.91,6.9,1.37,0.2,L
660271,SL,82,0.76,0.42,2276,72,-2.38,5.96,6.7,2.88,-0.58,L
660271,FC,89.5,0.58,0.36,2462,169,-2.64,5.63,6.7,2.8,0.23,L
660271,FF,96.3,1.3,-0.28,2252,215,-2.13,6,6.9,2.75,0.32,L
660271,SL,86.1,0.48,1.2,2640,72,-2.68,5.62,6.9,2.2,0.31,R
660271,FF,96.9,1.08,-0.5,2233,206,-2.38,5.95,6.8,4.01,-0.36,R
660271,SL,85.9,0.16,1.2,2615,67,-2.61,5.68,6.9,2.72,0.9,R
660271,FS,88.5,-0.08,-0.48,1244,236,-2.03,6.16,6.8,2.82,-0.78,R
660271,SL,85.5,0.38,1.18,2507,68,-2.51,5.69,6.9,1.49,0.2,R
660271,FF,96,1.17,-0.29,2246,217,-2.23,5.98,6.9,2.15,0.29,R
660271,SL,83.1,-0.02,1.52,2576,58,-2.51,5.71,6.8,1.41,0.91,R
660271,CU,77.7,-1.15,0.94,2552,35,-1.83,6.31,6.9,-0.71,2.34,R
660271,SL,88,0.92,0.77,2473,73,-2.64,5.8,6.8,1.78,-0.44,L
660271,SL,84.9,0.64,1.06,2517,74,-2.63,5.68,6.8,3.18,-0.02,L
660271,FC,91.5,0.24,0.3,2453,176,-2.48,5.81,6.8,2.45,1.1,L
660271,SI,98.1,0.51,-1.43,1963,221,-2.47,5.85,6.8,2.1,-1.6,L
660271,FC,91.5,0.67,0.2,2397,209,-2.5,5.78,6.8,2.59,-0.24,L
660271,FF,97.7,1.39,-0.6,2303,218,-2.38,5.98,6.8,2.88,-1.63,L
660271,FS,90.9,-0.03,-0.61,1436,235,-1.92,6.13,7,0.85,0.52,R
660271,SI,97.4,0.57,-1.49,1942,222,-2.29,5.94,6.8,1.42,-0.93,R
660271,SI,97.4,0.65,-1.47,1962,268,-2.21,5.88,6.9,0.36,1,R
660271,SL,84.8,0.29,1.04,2428,65,-2.52,5.8,6.9,1.48,0.48,R
660271,FF,95.1,1.17,-0.42,1952,218,-2.08,6.07,6.8,2.23,-0.79,R
660271,SL,84.6,0.5,1.47,2453,67,-2.9,5.74,6.8,2.27,0.62,R
660271,CU,80.7,-1.16,0.63,2647,41,-2.11,6.37,6.7,2.31,1.76,R
660271,FC,88.8,0.54,0.3,2469,149,-2.81,5.82,6.9,2.69,0.44,R
660271,FC,86.7,0.35,0.38,2405,135,-2.77,5.82,6.8,3.1,0.77,R
660271,CU,75.4,-1.28,0.65,2476,33,-2.06,6.52,6.8,1.23,1.65,R
660271,FC,90.1,0.42,0.3,2444,153,-2.84,5.76,7,2.73,1.66,R
660271,CU,76.2,-1.25,0.91,2453,36,-2.25,6.29,6.7,2.06,0.16,L
660271,FF,98.8,1.3,-0.25,2174,214,-2.54,6.04,6.8,2.66,-0.85,R
660271,SL,85.7,0.4,1.34,2522,65,-2.99,5.78,6.8,2.85,0.75,R
660271,FF,94.4,1.06,-0.43,2076,212,-2.41,6.03,6.8,1.73,1.07,R
660271,CU,77,-1.16,0.65,2448,38,-2.14,6.39,6.9,1.47,0.87,R
660271,FC,90,0.58,0.1,2399,188,-2.89,5.86,7,1.47,1.56,R
660271,SL,87.8,0.41,0.94,2535,60,-2.63,5.9,6.9,2.34,0.44,R
660271,CU,84,-0.98,0.6,2668,46,-2.09,6.16,7.1,2.57,2.03,R
660271,FS,89.6,-0.03,-0.4,1224,243,-2.25,6.15,6.9,2.73,0.1,R
660271,FC,93.4,0.47,0.26,2488,178,-2.71,5.73,6.9,2.6,0.68,R
660271,CU,78.1,-1.12,0.75,2514,32,-2.21,6.33,7,1.54,-0.01,R
660271,FC,91.6,0.57,0.15,2343,182,-2.74,5.74,6.9,0.5,1.02,R
660271,SL,86.9,0.38,1.51,2634,62,-2.83,5.73,7,2.44,0.06,L
660271,CU,80.4,-1.29,0.69,2576,35,-2.26,6.4,6.7,2.43,-1.27,L
660271,FS,91.8,0.35,-0.93,1309,231,-2.37,6.04,7,-0.43,-0.27,L
660271,FF,98.1,1.27,-0.24,2283,216,-2.7,5.82,6.9,2.05,0.01,L
660271,FF,98.1,1.4,-0.48,2355,216,-2.69,5.88,6.9,2.77,-0.44,L
660271,CU,80.4,-1.12,0.8,2444,39,-2.38,6.29,6.8,2.01,1.06,L
660271,SL,86.5,0.6,1.39,2650,61,-3.1,5.59,6.9,2.55,1.55,R
660271,FS,91.6,0.48,-0.64,1368,234,-2.15,6.25,6.9,1,0.77,R
660271,SL,85.6,0.4,1.08,2551,64,-2.97,5.67,7.1,1.98,0.77,R
660271,SL,84.5,0.33,1.03,2487,60,-2.83,5.79,6.8,2.63,0.41,R
660271,SL,87.2,0.24,0.84,2475,80,-2.97,5.71,6.9,1.92,-0.23,L
660271,FS,91.1,0.16,-0.4,1430,247,-2.41,6.03,6.9,1.1,1.31,L
660271,SL,87.5,0.71,0.85,2539,75,-2.95,5.63,6.9,3.33,-0.29,L
660271,SL,88.2,0.04,0.75,2499,52,-2.73,5.9,6.9,-0.05,1.16,L
660271,FS,89.6,0.14,-0.41,1174,240,-2.24,6.22,6.9,2.74,0.37,L
660271,SL,85.8,0.32,1.11,2510,58,-2.89,5.75,6.9,1.65,0.79,L
660271,FS,88.7,0.11,-0.68,1465,241,-2.34,6.04,7,0.1,2.21,L
660271,SL,83.8,0.38,0.78,2279,81,-2.7,5.83,6.9,2.7,-0.11,L
660271,SL,86.1,0.22,1.53,2658,64,-2.85,5.59,7,2,1.1,R
660271,SL,85.3,0.23,1.34,2577,62,-2.89,5.63,6.9,1.7,0.72,R
660271,FC,90.4,0.43,0.33,2458,123,-2.9,5.58,6.9,2.65,0.18,R
660271,SL,86,0.29,1.27,2560,63,-2.8,5.57,6.9,3.58,0.93,R
660271,FF,98.5,1.39,-0.6,2244,217,-2.56,5.78,7,2.76,-0.15,L
660271,SL,84,0.27,1.2,2514,69,-2.78,5.76,6.9,1.41,-0.42,L
660271,SL,83.9,0.19,1.32,2555,60,-2.66,5.74,6.9,2.3,1.48,L
660271,SL,86.7,0.27,0.8,2427,68,-2.79,5.67,6.8,1.84,-1.02,R
660271,CU,80.4,-1,0.67,2482,42,-2.08,6.27,6.9,1.79,-0.13,R
660271,SL,85.4,0.5,1.65,2611,63,-2.99,5.72,6.8,2.38,-0.34,R
660271,SL,86.5,0.43,1.58,2543,66,-2.7,5.7,6.9,1.69,0.97,R
660271,FS,88.9,0.14,-0.57,1225,238,-2.03,6.25,6.9,0.85,0.17,R
660271,FS,89.6,0.41,-0.59,1168,240,-2.16,6.26,6.8,0.49,0.17,R
660271,FS,87.4,0.2,-0.56,1163,237,-2.32,6.16,6.9,1.31,-1.05,R
660271,FC,89.2,0.24,0.31,2333,117,-2.95,5.7,6.9,2.06,0.58,R
660271,FS,87.8,0.03,-0.78,1284,246,-2.4,6.04,6.9,1.61,0.04,L
660271,FF,97.7,1.45,-0.41,2310,215,-2.52,5.88,6.9,2.42,-0.59,L
660271,FS,86.7,0.2,-0.48,1302,235,-2.23,6.16,6.9,2.74,-0.79,R
660271,FC,89.6,0.64,0.14,2285,197,-2.79,5.85,6.8,3.26,-0.61,R
660271,SL,87.7,0,0.77,2616,76,-2.72,5.5,6.9,2.37,0.74,R
660271,FC,87,0.04,0.52,2574,76,-3.21,5.39,7,1.1,1.69,R
660271,FC,93,0.48,0.23,2513,176,-2.79,5.58,6.9,1.58,1.87,R
660271,SL,86.3,0.2,1.01,2541,73,-2.84,5.58,6.9,2.46,-0.06,R
660271,SL,86.4,0.22,1.16,2504,63,-2.8,5.7,7.1,1.91,-1.13,L
660271,SL,86.6,0.21,0.96,2554,63,-2.91,5.67,6.8,2.06,1.22,L
660271,SL,85.7,0.19,1.08,2512,57,-2.88,5.7,6.9,1.93,-0.6,L
660271,SL,86.4,0.23,0.88,2513,71,-2.88,5.74,6.9,1.16,0.33,L
660271,FF,98.7,1.16,-0.41,2145,214,-2.59,5.91,6.9,3.22,-1.39,L
660271,FS,90.3,0.34,-0.97,1185,240,-2.09,6.13,7,1.02,0.11,R
660271,SL,86.2,0.76,0.87,2511,81,-2.81,5.64,6.7,3.33,0.52,R
660271,FC,89.1,0.06,0.59,2424,133,-2.84,5.61,7,1.88,1.62,R
660271,SL,84.7,0.65,0.81,2483,67,-2.78,5.73,6.8,2.52,-0.31,R
660271,FF,95.2,1.21,-0.8,2106,214,-2.45,5.95,6.9,2.86,-1.36,L
660271,SI,97.1,1.02,-1.19,2101,217,-2.75,5.86,6.9,2.1,-2.29,L
660271,SL,85.9,0.23,0.59,2366,81,-2.95,5.81,6.6,2.58,-1.15,L
660271,FF,99.3,1.01,-0.95,2115,216,-2.34,5.93,7,1.49,0.05,L
660271,FS,87.5,0.21,-0.55,1292,232,-2.25,6.22,7,2.03,-0.15,R
660271,FS,89,0.03,-0.55,1483,236,-2.14,6.23,6.9,0.81,0.96,R
660271,SL,85.2,0.23,0.73,2367,77,-2.93,5.72,6.9,2.14,-0.51,R
660271,SL,82.2,0.1,0.93,2377,64,-2.83,5.82,7,1.65,-0.2,R
660271,SL,82,0.24,0.99,2349,71,-2.86,5.86,6.8,2.43,-1,R
660271,FF,96.6,1.12,-0.9,2174,223,-2.59,5.86,6.9,1.19,-0.5,L
660271,CU,77.7,-1.09,0.72,2541,29,-2.12,6.29,6.9,1.02,0.59,L
660271,FS,88.4,-0.05,-0.52,1161,239,-2.27,6.2,7,1.37,0.61,R
660271,SL,87.5,0.17,1.03,2550,70,-2.73,5.77,6.8,2.03,2.4,R
660271,SL,86.6,0.56,0.82,2480,85,-2.79,5.77,6.8,2.1,-0.33,R
660271,FF,97.4,1.19,-0.45,2112,216,-2.5,6.01,6.9,2.18,-0.76,R
660271,SL,84.9,0.2,0.91,2443,62,-2.88,5.8,6.8,1.91,-0.04,L
660271,FS,86.8,0.33,-0.59,1313,247,-2.41,6.15,6.9,1.62,1.09,L
660271,CU,74.6,-1.2,0.78,2365,37,-2.03,6.4,6.8,2.21,-0.22,L
660271,SL,86.2,0.09,0.77,2503,74,-2.82,5.68,6.8,2.07,0.72,R
660271,FC,84.6,0.43,0.35,2388,87,-2.69,5.73,6.8,2.52,-0.23,R
660271,FF,96,1.16,-0.46,2083,214,-2.4,5.98,7,1.44,0.04,R
660271,FF,94.5,1.21,-0.64,2035,212,-2.35,6.04,6.9,2.05,0.49,R
660271,FF,97.4,1.26,-0.47,2232,213,-2.47,5.94,6.9,1.88,-0.37,L
660271,FF,97.5,1.24,-0.64,2144,219,-2.33,5.85,6.9,2.62,-0.37,R
660271,SL,83.6,0.57,1.13,2380,70,-2.63,5.62,6.7,3.46,-0.39,R
660271,FF,96.4,1.35,-0.33,2242,220,-2.43,5.84,6.9,2.34,1.73,R
660271,SL,83,0.31,1.16,2465,63,-2.94,5.65,6.7,3,-0.77,R
660271,FF,96.6,1.1,-0.22,2064,217,-2.4,5.82,6.8,1.58,0.89,L
660271,SL,84.3,0.14,1.02,2444,55,-2.92,5.63,6.8,1.99,-1.05,L
660271,FC,90.8,0.43,0.27,2421,206,-2.75,5.66,6.8,1.15,0.87,L
660271,SL,85.2,0.54,1.21,2442,59,-2.53,5.89,6.8,2.25,0.72,L
660271,FC,92.5,0.51,0.15,2359,200,-2.79,5.66,6.8,2.1,-1,L
660271,SL,82.2,0.36,1.2,2507,66,-2.85,5.48,6.6,2.67,0.96,R
660271,FF,99.2,1.03,-0.24,2199,222,-2.5,5.8,6.9,2.52,1.71,R
660271,SL,81.6,0.1,1.25,2475,56,-2.9,5.58,6.7,1.02,0.85,R
660271,FC,91,0.07,0.52,2548,143,-2.62,5.86,6.7,1.97,1.13,R
660271,CU,76.9,-1.36,0.97,2581,40,-2.21,6.21,6.5,3.09,-0.86,R
660271,FF,99.1,1.17,-0.43,2177,217,-2.57,5.84,6.9,2.56,0.42,L
660271,SL,85,0.39,1.1,2514,69,-2.86,5.53,6.8,2.28,-0.1,R
